STORE_NUM,TRANSDATE,INVOICE,CAS_CODE,ITE_CODE,QUANTITY,UNT_PRIC,AMOUNT,DISCOUNT,SCHARGE,DT,DEP_CODE,DATE,TIME,CUS_CODE,TRN_CODE,ORNUM,TAG,DISC_CODE,SRNO,SRNAME,TYPE,BACKJOB,DELIVERY,PHONE,RIDER,FREE,INV_FLAG,REC_NO,LPAY_DISC,GC_EXCESS,VAT_FLAG,VATDIV,BDL_CODE,VAT_AMNT,VAT_DISC,VAT_PRIC,TRANSNO,POS,BRANCH
1,2026-02-09 00:00:00,00061195,24247,BRK11,1.000,119.000,119.000,0.000,0.000,,3,2026-02-09 00:00:00,09:38,,S,,S,,,,D,1,0,,,0,1,1,0,0.000,1,9.330,BRK11,106.250,0.000,106.250,00060924,1,EME
1,2026-02-09 00:00:00,00061195,24247,BS4,1.000,119.000,119.000,0.000,0.000,,6,2026-02-09 00:00:00,09:38,,S,,S,,,,D,1,0,,,0,1,2,0,0.000,1,9.330,BS4,106.250,0.000,106.250,00060924,1,EME
1,2026-02-09 00:00:00,00061195,24247,REP1,1.000,0.000,0.000,0.000,0.000,,16,2026-02-09 00:00:00,09:38,,S,,S,,,,D,1,0,,,0,1,3,0,0.000,1,9.333,REP1,0.000,0.000,0.000,00060924,1,EME
1,2026-02-09 00:00:00,00061196,24247,DEL3,8.000,199.000,1592.000,0.000,0.000,,41,2026-02-09 00:00:00,09:48,,S,,S,,,,T,1,0,,,0,1,1,0,0.000,1,9.333,DEL3,1421.429,0.000,177.679,00060925,1,EME
1,2026-02-09 00:00:00,00061196,24247,DEL163,1.000,0.000,0.000,0.000,0.000,,41,2026-02-09 00:00:00,09:48,,S,,S,,,,T,1,0,,,0,1,2,0,0.000,1,9.333,DEL163,0.000,0.000,0.000,00060925,1,EME
1,2026-02-09 00:00:00,00061196,24247,REP1,1.000,0.000,0.000,0.000,0.000,,16,2026-02-09 00:00:00,09:48,,S,,S,,,,T,1,0,,,0,1,3,0,0.000,1,9.333,REP1,0.000,0.000,0.000,00060925,1,EME
1,2026-02-09 00:00:00,00061197,24247,DEL3,7.000,199.000,1393.000,0.000,0.000,,41,2026-02-09 00:00:00,10:07,,S,,S,,,,T,1,0,,,0,1,1,0,0.000,1,9.333,DEL3,1243.750,0.000,177.679,00060926,1,EME
1,2026-02-09 00:00:00,00061197,24247,DEL161,1.000,0.000,0.000,0.000,0.000,,41,2026-02-09 00:00:00,10:07,,S,,S,,,,T,1,0,,,0,1,2,0,0.000,1,9.333,DEL161,0.000,0.000,0.000,00060926,1,EME
1,2026-02-09 00:00:00,00061197,24247,REP1,1.000,0.000,0.000,0.000,0.000,,16,2026-02-09 00:00:00,10:07,,S,,S,,,,T,1,0,,,0,1,3,0,0.000,1,9.333,REP1,0.000,0.000,0.000,00060926,1,EME
1,2026-02-09 00:00:00,00061198,24247,DEL8,1.000,234.000,234.000,0.000,0.000,,41,2026-02-09 00:00:00,10:23,,S,,S,,,,T,1,0,,,0,1,1,0,0.000,1,9.333,DEL8,208.929,0.000,208.929,00060927,1,EME
1,2026-02-09 00:00:00,00061198,24247,DEL3,1.000,199.000,199.000,0.000,0.000,,41,2026-02-09 00:00:00,10:23,,S,,S,,,,T,1,0,,,0,1,3,0,0.000,1,9.333,DEL3,177.679,0.000,177.679,00060927,1,EME
1,2026-02-09 00:00:00,00061198,24247,DEL161,1.000,0.000,0.000,0.000,0.000,,41,2026-02-09 00:00:00,10:23,,S,,S,,,,T,1,0,,,0,1,5,0,0.000,1,9.333,DEL161,0.000,0.000,0.000,00060927,1,EME
1,2026-02-09 00:00:00,00061198,24247,REP1,1.000,0.000,0.000,0.000,0.000,,16,2026-02-09 00:00:00,10:23,,S,,S,,,,T,1,0,,,0,1,6,0,0.000,1,9.333,REP1,0.000,0.000,0.000,00060927,1,EME
1,2026-02-09 00:00:00,00061199,24247,BRK9,1.000,267.000,267.000,0.000,0.000,,3,2026-02-09 00:00:00,10:32,,S,,S,,,,T,1,0,,,0,1,1,0,0.000,1,9.333,BRK9,238.393,0.000,238.393,00060928,1,EME
1,2026-02-09 00:00:00,00061199,24247,REP1,1.000,0.000,0.000,0.000,0.000,,16,2026-02-09 00:00:00,10:32,,S,,S,,,,T,1,0,,,0,1,2,0,0.000,1,9.333,REP1,0.000,0.000,0.000,00060928,1,EME
1,2026-02-09 00:00:00,00061200,24247,BEF2,1.000,296.430,296.430,-59.290,0.000,SP,18,2026-02-09 00:00:00,10:36,,S,,S,14,0.659,mrs simando,D,1,0,,,0,1,1,0,0.000,0,9.330,BEF2,296.430,0.000,296.430,00060929,1,EME
1,2026-02-09 00:00:00,00061200,24247,REP1,1.000,0.000,0.000,0.000,0.000,SP,16,2026-02-09 00:00:00,10:36,,S,,S,14,0.659,mrs simando,D,1,0,,,0,1,2,0,0.000,0,9.333,REP1,0.000,0.000,0.000,00060929,1,EME
1,2026-02-09 00:00:00,00061200,24247,SDis- 20.00%,1.000,20.000,-59.290,0.000,0.000,SP,,2026-02-09 00:00:00,10:36,,S,,S,14,0.659,mrs simando,D,0,0,,,0,0,3,1,0.000,,0.000,,-59.290,0.000,0.000,00060929,1,EME
1,2026-02-09 00:00:00,00061201,24247,BS3,1.000,109.000,109.000,0.000,0.000,,6,2026-02-09 00:00:00,10:38,,S,,S,,,,T,1,0,,,0,1,1,0,0.000,1,9.330,BS3,97.321,0.000,97.321,00060930,1,EME
1,2026-02-09 00:00:00,00061202,24247,BS4,1.000,119.000,119.000,0.000,0.000,,6,2026-02-09 00:00:00,10:39,,S,,S,,,,T,1,0,,,0,1,1,0,0.000,1,9.330,BS4,106.250,0.000,106.250,00060931,1,EME
1,2026-02-09 00:00:00,00061202,24247,REP1,1.000,0.000,0.000,0.000,0.000,,16,2026-02-09 00:00:00,10:39,,S,,S,,,,T,1,0,,,0,1,2,0,0.000,1,9.333,REP1,0.000,0.000,0.000,00060931,1,EME
1,2026-02-09 00:00:00,00061203,24247,DEL25,1.000,388.000,388.000,0.000,0.000,,41,2026-02-09 00:00:00,10:40,,S,,S,,,,T,1,0,,,0,1,1,0,0.000,1,9.333,DEL25,346.429,0.000,346.429,00060932,1,EME
1,2026-02-09 00:00:00,00061203,24247,DEL8,4.000,234.000,936.000,0.000,0.000,,41,2026-02-09 00:00:00,10:40,,S,,S,,,,T,1,0,,,0,1,2,0,0.000,1,9.333,DEL8,835.714,0.000,208.929,00060932,1,EME
